da	1	0.71875	0.6450892857142857
da	2	0.6354166666666666	0.6292293233082706
da	3	0.6458333333333334	0.6069078947368421
de	1	0.8229166666666666	0.8538306451612904
de	2	0.84375	0.7993951612903226
de	3	0.78125	0.7842741935483871
es	1	0.46875	0.4637096774193548
es	2	0.3229166666666667	0.3951612903225806
es	3	0.19791666666666666	0.22983870967741934
fr	1	0.7395833333333334	0.7752016129032258
fr	2	0.7291666666666666	0.7852822580645161
fr	3	0.7604166666666666	0.7560483870967742
it	1	0.53125	0.4838709677419355
it	2	0.5520833333333334	0.5181451612903226
it	3	0.5625	0.6028225806451613
nl	1	0.78125	0.7551020408163265
nl	2	0.8333333333333334	0.78125
nl	3	0.84375	0.7959183673469388
pt	1	0.4375	0.4637044270833333
pt	2	0.4375	0.4357096354166667
pt	3	0.5520833333333334	0.5847981770833334
sv	1	0.8645833333333334	0.8104838709677419
sv	2	0.8020833333333334	0.7983870967741935
sv	3	0.875	0.8377016129032258
